"축제ID","축제명","개최장소","축제시작일자","축제종료일자","축제내용","홈페이지주소","소재지도로명주소","소재지지번주소","위도","경도"
33,"상효원수목원 봉선화축제","상효원수목원",23/07/29,23/09/22,"2014년 4월에 개원하여 운영하고 있는 제주도 서귀포시 돈내코 인근 중산간에 위치한 힐링 수목원 상효원에서 여름을 맞이하여 수국전시에 이어 산파첸스 축제가 열린다","www.sanghyowon.com/","제주특별자치도 서귀포시 산록남로 2847-37","주소 X",33.30721676,126.5860085
34,"2023제주애니아일랜드페스티벌","서귀포시 문부공원 및 기적의 도서관",23/09/16,23/09/16,"캐릭터 전시·캐릭터 마켓·캐릭터 놀이터·나만의 모자 만들기 체험·다양한 공연·애니 상영회·캐릭터 페이스 페인팅","naver.me/I5464pEC","제주특별자치도 서귀포시 태평로537번길 40-9","주소 X",33.25398806,126.570696
35,"제13회 산지천축제","산지천 일원",23/09/08,23/09/10,"산지천 토크와 컨퍼런스·길트기·개막공연·문화예술공연·시니어모델 패션쇼·청소년 댄스 콘테스트·산지천 소망등 띄우기·산지천 물총파티·촘대 광어 낚시·RC보트 투어링·산지천 로드드로잉·산지천 전시회· 스탬프투어·어린이 장터 등","홈페이지 정보 없음","제주특별자치도 제주시 칠성로길 48","주소 X",33.5141394,126.5277892
36,"제16회 제주해녀축제","해녀박물관 잔디광장",23/09/23,23/09/24,"체험 및 홍보부스 운영·’즐거운 오후 2시’와 함께하는 해녀가족 노래자랑·지역문화공원","홈페이지 정보 없음","제주특별자치도 제주시 구좌읍 해녀박물관길 26","주소 X",33.52360988,126.863484
37,"휴애리 핑크뮬리축제","휴애리 자연생활공원",23/09/15,23/11/15,"흑돼지야놀자·동물먹이주기체험·야생화 자연 학습체험·청귤체험·감귤체험·전통놀이체험","hueree.com","제주특별자치도 서귀포시 남원읍 신례동로 256","주소 X",33.30853475,126.6343808
38,"2023 숲으로오라-찾아라초록 숲의 비밀","제주한라도서관 일원",23/10/14,23/10/14,"어린이 환경수호대(3기)·숲속 보물찾기·업사이클 굿즈 만들기 등 다양한 체험 프로그램과 환경의 중요성을 직접 느낄 수 있는 교육 프로그램과 제주 설화 인형극·밤마실 극장 등 현장에서 참여할 수 있는 다양한 체험거리와 즐길거리가 마련된다","www.instagram.com/jejuforest_ora/","제주특별자치도 제주시 오남로 221","주소 X",33.4762839,126.5161965
39,"신산 도채비 빛축제","신산공원 일대",23/10/21,23/11/19,"제주 도심 속 휴식공간인 신산공원에서 가을밤 신비롭고 아름다운 빛이 켜진다. 어쩌면 기적처럼 소원이 이루어질지 모른다. 처음 만나는 도채비 빛 축제를 만나보자","www.instagram.com/jeju_sinsan","제주특별자치도 제주시 신산로 82","주소 X",33.50548585,126.5347396
40,"마노르블랑 핑크뮬리축제","마노르블랑",23/09/15,23/11/30,"대한민국 핑크뮬리의 성지 마노르블랑에서 핑크뮬리축제의 향연이 시작된다.","manorblanc.modoo.at","제주특별자치도 서귀포시 안덕면 일주서로2100번길 46","주소 X",33.25482364,126.2949866
41,"제8회 고마로 마문화축제","고마로거리·신산공원",23/10/13,23/10/15,"고마로가요제·거리퍼레이드·먹거리장터 및 체험부스 운영 등","홈페이지 정보 없음","제주특별자치도 제주시 신산로 82","주소 X",33.50548585,126.5347396
172,"삼척평생학습박람회 및 책축제","문화예술회관 일원",23/10/21,23/10/22,"개막식+평생학습유공자 포상+체험 홍보부스 운영+작품전시+공연 발표+책관련 행사","http://lifelong.samcheok.go.kr/main/","강원특별자치도 삼척시 청석로3길 16-41","강원특별자치도 삼척시 교동 736",37.44912555,129.1780308
173,"삼척종합예술제","문화예술회관 일원",23/09/15,23/09/24,"(사)한국예총 삼척지회 산하 8개 협회 공연+전시 등 행사 추진","홈페이지 정보 없음","강원특별자치도 삼척시 엑스포로 45","강원특별자치도 삼척시 성남동 1-5",37.43896231,129.160145
174,"삼척민족예술제","문화예술회관 일원",23/11/04,23/11/11,"동해왕 이사부 장군(융복합극)+전시(사진+한지공예+섬유공예+등공예 등)+체험교실","홈페이지 정보 없음","강원특별자치도 삼척시 엑스포로 45","강원특별자치도 삼척시 성남동 1-5",37.43896231,129.160145
175,"미추홀미디어문화축제","주안역 남광장",23/10/21,23/10/22,"미추홀의 특색있는 문화자원과 미디어 분야의 융합 콘텐츠를 만날 수 있는 축제 프로그램","https://www.michuhol.go.kr/culture/main.do","인천광역시 미추홀구 주안로 95-19","인천광역시 미추홀구 주안동 125",37.46498257,126.6806038
176,"창녕 문화재 야행(창녕 별빛 마실)","창녕천 일원(술정리동삼층석탑+만옥정공원+석빙고공원)",23/05/12,23/05/13,"창녕 문화재 야행 행사+야간조명+먹거리및프리마켓","홈페이지 정보 없음","주소 X","경상남도 창녕군 창녕읍 교하리 263-1",35.53941008,128.4971008
177,"산토끼와 따오기가 함께하는 창작동요제","창녕문화예술회관 대공연장",23/07/21,23/07/22,"동요노래부르기 대회+창작동요제","홈페이지 정보 없음","경상남도 창녕군 창녕읍 우포2로 1189-25","경상남도 창녕군 창녕읍 교리 991",35.54473636,128.4902051
178,"창녕양파가요제","창녕공설운동장 특설무대",23/09/09,23/09/09,"경연팀 공연+초대가수공연","홈페이지 정보 없음","경상남도 창녕군 창녕읍 창녕대로 305","경상남도 창녕군 창녕읍 퇴천리 61",35.52088133,128.5049206
179,"부곡온천축제","부곡온천광광특구 일원",23/03/31,23/04/02,"개막축하공연+족욕체험+삶은계란시식체험","홈페이지 정보 없음","주소 X","경상남도 창녕군 부곡면 거문리 203-1",35.43746252,128.588844
180,"3.1민속문화제","영산면 일원",23/02/28,23/03/03,"전야제+문화예슬행사+체육행사","홈페이지 정보 없음","경상남도 창녕군 영산면 영산계성로 110-15","경상남도 창녕군 영산면 성내리 260",35.46260178,128.5259178
181,"낙동강유채축제","남지읍 낙동강 유채단지(남지유채단지)+남지체육공원 일원",23/04/13,23/04/16,"낙동강용왕대제+기념콘서트+유채꽃라디엔티어링+블랙이글스에어쇼","홈페이지 정보 없음","주소 X","경상남도 창녕군 남지읍 남지리 835-25",35.38472041,128.471585
182,"의왕백운호수축제","백운호수 공영주차장",23/09/09,23/09/10,"공연+개폐막식+시민참여 열린무대","https://www.uiwang.go.kr","경기도 의왕시 백운로 526","주소 X",37.38321565,127.000756
183,"의왕철도축제","의왕시 왕송못동로 일원",23/05/05,23/05/06,"공연+개폐막식+시민참여 열린무대","https://www.uiwang.go.kr","경기도 의왕시 철도박물관로 142 철도박물관","주소 X",37.314086,126.9513109
184,"전주국제영화제","고사동영화의거리 일대",23/04/27,23/05/06,"우수한 국내외 영화를 소개하는 영화축제의 장","https://www.jeonjufest.kr","전북특별자치도 전주시 완산구 전주객사4길 74-12","전북특별자치도 전주시 완산구 고사동 181",35.82088479,127.1437421
185,"전주한지문화축제","한국전통문화전당 일원",22/05/05,22/05/07,"한지 축제","https://jjhanji.or.kr","전북특별자치도 전주시 완산구 현무1길 20","전북특별자치도 전주시 완산구 경원동3가 14-2",35.8205657,127.1482307
186,"2015 안양 시민축제","평촌중앙공원+삼덕공원",15/10/02,15/10/04,"시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
187,"Green life Green art","갤러리공간제로",22/06/24,22/06/30,"자연과 조화를 위해 친환경 삼유를 소재로한 공예전","https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10566&search_type=1&search_keyword=Green+life","강원도 춘천시 동면 공단로 104","강원도 춘천시 동면 장학리 791-37",37.895357,127.74896399
188,"치악산왕발걸음축제","치악산 일원(구.드림랜드 주차장)",23/09/09,23/09/09,"걷기행사+작은음악회 등","홈페이지 정보 없음","강원도 원주시 소초면 평장동길 86-16","강원도 원주시 소초면 평장리 823-7",37.4186377,128.0031734
189,"제25회 원주한지문화제","원주한지테마파크 일원",23/05/05,23/05/14,"기획전시+온라인체험 등","www.hanjipark.com","강원도 원주시 한지공원길 151","강원도 원주시 무실동 16",37.3343755,127.9353957
190,"제16회 용수골꽃양귀비축제","용수골꽃농장",23/05/23,23/06/11,"꽃밭관람+포토존 이용+기념품 판매 등","홈페이지 정보 없음","강원도 원주시 한지공원길 151","강원도 원주시 판부면 서곡리 1632-2",37.3343755,127.9353957
191,"제21회 장미축제","장미공원",23/05/30,23/06/01,"장미가요제 등","홈페이지 정보 없음","강원도 원주시 장미공원길 67-16","강원도 원주시 단계동 853-3",37.34588179,127.9311849
192,"제4회 新송도해변축제","송도 달빛공원 일원",23/07/29,23/08/06,"물놀이 및 인공해변 체험 축제","홈페이지 정보 없음","주소 X","인천광역시 연수구 송도동 1",37.39543995,126.6593123
193,"제11회 연수 능허대 문화축제","능허대공원 및 송도 달빛축제공원 일원",23/10/06,23/10/08,"능허대 소재 체험프로그램+문화공연 등","홈페이지 정보 없음","주소 X","인천광역시 연수구 송도동 1",37.39543995,126.6593123
194,"제5회 인제가을꽃축제","용대관광지 일원",23/09/22,23/10/22,"가을꽃축제","https://www.inje.go.kr","주소 X","강원도 인제군 북면 용대리 1821-1 일원",37.99772638,128.098499
195,"단종문화제","장릉 및 영월읍 일원",23/04/28,23/04/30,"조신시대국장재현+정순왕후선발대회+야간칡줄다리기","http://www.ywcf.com/","강원특별자치도 영월군 영월읍 단종로 24","강원특별자치도 영월군 영월읍 영흥리 961-2",37.18609549,128.4681825
196,"동강국제사진제","동강사진박물관",23/07/21,23/09/24,"동강사진상+워크숍+사진예술전시","http://www.ywcf.com/","강원특별자치도 영월군 영월읍 영월로 1909-10","강원특별자치도 영월군 영월읍 하송리 217-2",37.18193994,128.4615511
197,"영월동강뗏목축제","동강둔치 일원",23/07/28,23/07/30,"전통뗏목시연+맨손송어잡기+래프팅","http://www.ywcf.com/","주소 X","강원특별자치도 영월군 영월읍 하송리 61-11",37.17968547,128.4698463
198,"김삿갓문화제","김삿갓유적지 일원",23/09/22,23/09/24,"조선시대영월과거대전+백일장+김삿갓해학의길걷기","http://www.ywcf.com/","강원특별자치도 영월군 김삿갓면 김삿갓로 216-22","강원특별자치도 영월군 김삿갓면 와석리 913",37.07949201,128.6017366
199,"지리산 바래봉 눈꽃축제","지리산허브밸리 일원",22/12/25,23/02/12,"눈꽃 겨울 캠핑체험+농특산품 홍보 등","홈페이지 정보 없음","전라북도 남원시 운봉읍 바래봉길 214","전라북도 남원시 운봉읍 용산리 446-3",35.43509151,127.5486169
200,"지리산 뱀사골 고로쇠 약수제","남원시 산내면 부운리 반선주차장",23/03/04,23/03/04,"고로쇠 홍보 및 판매+기념식 등","홈페이지 정보 없음","전라북도 남원시 산내면 지리산로 842-8","전라북도 남원시 산내면 부운리 216-10",35.3769935,127.581604
201,"지리산 바래봉 철쭉제","지리산허브밸리 일원",23/04/22,23/05/21,"산신제+바래봉 철쭉+지역 농특산품 홍보 등","홈페이지 정보 없음","전라북도 남원시 운봉읍 바래봉길 214","전라북도 남원시 운봉읍 용산리 446-3",35.43509151,127.5486169
202,"제93회 춘향제","광한루원+요천로 일원",23/05/25,23/05/29,"춘향제향+춘향선발대회+춘향국악대전+관광지 홍보+다양한 공연 등","홈페이지 정보 없음","전라북도 남원시 요천로 1447","전라북도 남원시 천거동 78",35.40413057,127.380504
203,"2023 남원 세계드론제전","남원종합스포츠타운",23/10/06,23/10/09,"FAI 남원 세계드론레이싱 대회+드론경진대회+글로벌 드론산업박람회+세계푸트트럭 페스티벌+제1회 남원시장배 전국드론축구대회","홈페이지 정보 없음","전라북도 남원시 충정로 341","전라북도 남원시 월락동 248",35.43086878,127.4054593
204,"2023 안양춤축제 ANYANG DANCE FESTIVAL","평촌중앙공원+삼덕공원",23/09/20,23/09/24,"시민공연마당 + 전시체험부스 + 개폐막 작품 + 가수 축하공연 + 댄스대회 + 안양시민의날 기념식 + 시민커뮤니티댄스 등","http://www.ayac.or.kr","경기도 안양시 동안구 관평로 149 (평촌동)","경기도 안양시 동안구 평촌동 895",37.390137,126.9613287
205,"예산장터삼국축제","예산전통시장 일원",24/10/01,24/10/08,"예산의 국화, 국밥, 국수의 맛과 멋을 찾아 예산장터로 떠나는 가을여행축제","https://yesansamguk.kr/","충청남도 예산군 예산읍 천변로 160","충청남도 예산군 예산읍 대회리 233-4",36.67611933,126.8479256
206,"의좋은형제축제","의좋은 형제공원 일원",24/10/15,24/10/18,"예산의 실존인물인 이성만·이순형제와 함께 떠나는 가족여행","https://gbfesta.kr/","충청남도 예산군 대흥면 의좋은형제길 3","충청남도 예산군 대흥면 상중리 274-1",36.60652823,126.7921951
207,"윤봉길평화축제","예산군 덕산면 충의사",24/04/27,24/04/28,"윤봉길의사의 상해의거 기념행사+전시·체험행사+온라인이벤트","www.woljin0429.com","주소 X","충청남도 예산군 덕산면 시량리 산40-1",36.6875919,126.6515946
208,"예산황토사과축제","예산읍 다목적구장",24/11/01,24/11/13,"예산황토사과의 우수성 홍보","https://www.yesan.go.kr/prog/fstvl/tour/sub04_01_06/view.do?fstvlNo=6","충청남도 예산군 예산읍 예산로 354","충청남도 예산군 예산읍 향천리 257",36.67616722,126.8617272
209,"구로G페스티벌","서울특별시 구로구 안양천",23/10/06,23/10/08,"구민이 주체가 되어 자발적으로 참여하는 구로구민을 위한 비대면 축제","www.gfestival.co.kr","서울특별시 구로구 가마산로 245","서울특별시 구로구 구로동 435",37.49551123,126.8882891
210,"2024 김포 아라마린페스티벌","아라마리나 일원",24/06/01,24/06/02,"수상레저체험+문화콘서트 등","https://aramarinefestival.com","주소 X","경기도 김포시 고촌읍 전호리 661",37.59870927,126.7878826
211,"2024 김포 평화누리길 걷기 행사","평화누리길(김포 구간)",24/01/01,24/12/31,"걷기 프로그램+부대행사 등","홈페이지 정보 없음","주소 X","경기도 김포시 대곶면 대명리 551-19",37.64048159,126.5409612
